12.0.0.0,12.0.7.255,NA,US,Missouri,Bridgeton,38.7521,-90.4409
12.0.8.0,12.0.15.255,NA,US,Missouri,Hazelwood,38.7873,-90.3943
12.0.16.0,12.0.16.255,NA,US,"New York","New York",40.7523,-73.9814
12.0.17.0,12.0.17.255,NA,US,"New York","New York",40.7342,-74.0028
12.0.18.0,12.0.18.255,NA,US,"New York","New York",40.7635,-73.9722
12.0.19.0,12.0.19.255,NA,US,"New York","New York",40.751,-73.9776
12.0.20.0,12.0.21.255,NA,US,Maryland,"Silver Spring",39.0575,-76.9558
12.0.22.0,12.0.22.255,NA,US,Virginia,Bluemont,39.1266,-77.8726
12.0.23.0,12.0.23.255,NA,US,"New York","Port Chester",41.0049,-73.6696
12.0.24.0,12.0.24.255,NA,US,"New York",Hempstead,40.6965,-73.6244
12.0.25.0,12.0.25.255,NA,US,"New York","New York",40.7948,-73.9424
12.0.26.0,12.0.26.255,NA,US,California,"San Jose",37.3394,-121.895
12.0.27.0,12.0.27.255,NA,US,"New York","New York",40.7512,-73.9925
12.0.28.0,12.0.28.255,NA,US,"New York","New York",40.8525,-73.9277
12.0.29.0,12.0.29.255,NA,US,"New York","New York",40.7602,-73.9679
12.0.30.0,12.0.31.255,NA,US,"New York","New York",40.7688,-73.9832
12.0.32.0,12.0.32.255,NA,US,Massachusetts,Cambridge,42.3736,-71.1097
12.0.33.0,12.0.33.255,NA,US,Massachusetts,"Boston (Back Bay East)",42.3492,-71.0751
12.0.34.0,12.0.34.255,NA,US,Tennessee,"Memphis (Bennington)",35.0183,-89.8634
12.0.35.0,12.0.35.255,NA,US,Massachusetts,Bedford,42.5084,-71.2371
12.0.36.0,12.0.36.255,NA,US,Massachusetts,Cambridge,42.3736,-71.1097
12.0.37.0,12.0.37.255,NA,US,Massachusetts,Woburn,42.507,-71.1334
12.0.38.0,12.0.38.255,NA,US,Massachusetts,Dedham,42.2335,-71.1833
12.0.39.0,12.0.39.255,NA,US,Massachusetts,"North Andover Center",42.6545,-71.1095
12.0.40.0,12.0.40.255,NA,US,Massachusetts,"Newton (Newton Corner)",42.3563,-71.1871
12.0.41.0,12.0.41.255,NA,US,Massachusetts,Norwell,42.1604,-70.884
12.0.42.0,12.0.42.255,NA,US,Massachusetts,"Boston (West Fens)",42.3472,-71.0931
12.0.43.0,12.0.43.255,NA,US,Maine,Falmouth,43.7338,-70.2992
12.0.44.0,12.0.45.255,NA,US,Massachusetts,Cambridge,42.3736,-71.1097
12.0.46.0,12.0.46.255,NA,US,Massachusetts,"Boston (Downtown)",42.3586,-71.0584
12.0.47.0,12.0.47.255,NA,US,Massachusetts,Medford,42.4017,-71.082
12.0.48.0,12.0.63.255,NA,US,Massachusetts,"Cambridge (Town of Arlington)",42.3677,-71.1379
12.0.64.0,12.0.64.255,NA,US,California,Stevinson,37.3126,-120.836
12.0.65.0,12.0.65.255,NA,US,California,"Santa Clara",37.3716,-121.945
12.0.66.0,12.0.67.255,NA,US,California,"Mountain View",37.4018,-122.054
